id,name,serving_size,calories,total_fat,protein,carbohydrate
5877,"Cereals, dry, maple and brown sugar, Instant Oatmeal, QUAKER",100 g,368,4.6g,9.20 g,76.91 g
5878,"DIGIORNO Pizza, baked, frozen, rising crust, supreme topping",100 g,255,11g,11.74 g,27.93 g
5879,"Beans, solids and liquids, canned, mature seeds, red, kidney",100 g,81,0.4g,5.22 g,14.83 g
5880,"Pokeberry shoots, with salt, drained, boiled, cooked, (poke)",100 g,20,0.4g,2.30 g,3.10 g
5881,"Pickles, sweet (includes bread and butter pickles), cucumber",100 g,91,0.4g,0.58 g,21.15 g
5882,"Biscuits, lower fat, refrigerated dough, plain or buttermilk",100 g,270,7.8g,6.70 g,43.70 g
5883,"Brussels sprouts, with salt, drained, boiled, cooked, frozen",100 g,42,0.4g,3.64 g,8.32 g
5884,"Broccoli, with salt, drained, boiled, cooked, spears, frozen",100 g,28,0.1g,3.10 g,5.35 g
5885,"Onions, without salt, drained, boiled, cooked, whole, frozen",100 g,28,0.1g,0.71 g,6.70 g
5886,"MARY'S GONE CRACKERS, Organic Gluten Free, Original Crackers",100 g,446,16g,12.06 g,64.29 g
5887,"Beef, simmered, cooked, tripe, variety meats and by-products",100 g,94,4.1g,11.71 g,1.99 g
5888,"Babyfood, junior, with applesauce and bananas, mixed, cereal",100 g,83,0.4g,1.20 g,18.40 g
5889,"Fast Foods, meat and skin and breading, Thigh, Fried Chicken",100 g,274,18g,19.23 g,8.68 g
5890,"KELLOGG'S, Frosted Confetti Cake Toaster Pastries, POP-TARTS",100 g,375,7.4g,4.40 g,73.00 g
5891,"KELLOGG'S, Frosted Cinnamon Roll Toaster Pastries, POP-TARTS",100 g,416,14g,4.70 g,67.80 g
5892,"KELLOGG'S, Frosted Apple Strudel Toaster Pastries, POP-TARTS",100 g,395,11g,4.40 g,70.50 g
5893,"Margarine-like spread with yogurt, with salt, stick, 70% fat",100 g,630,70g,0.30 g,0.50 g
5894,"Beef, broiled, cooked, patty, 95% lean meat / 5% fat, ground",100 g,174,6.8g,26.29 g,0.00 g
5895,"Cheese, large or small curd, dry, uncreamed, nonfat, cottage",100 g,72,0.3g,10.34 g,6.66 g
5896,"Nuts, with salt added, with peanuts, oil roasted, mixed nuts",100 g,607,54g,20.04 g,21.05 g
5897,"Nuts, with salt added, with peanuts, dry roasted, mixed nuts",100 g,594,51g,17.30 g,25.35 g
5898,"Cereals, dry, Creamy TRULY VANILLA, KASHI GO LEAN Hot Cereal",100 g,360,5.3g,22.29 g,61.09 g
5899,"Crackers, with cheese filling, sandwich, standard snack-type",100 g,477,21g,9.30 g,61.70 g
5900,"KEEBLER, Sandies Shortbread Cookies, 100 Calorie RIGHT BITES",100 g,468,17g,5.20 g,73.90 g
5901,"MORNINGSTAR FARMS Breakfast Bacon Strips, unprepared, frozen",100 g,346,27g,12.40 g,14.30 g
5902,"Veal, braised, cooked, tongue, variety meats and by-products",100 g,202,10g,25.85 g,0.00 g
5903,"Lamb, braised, cooked, tongue, variety meats and by-products",100 g,275,20g,21.57 g,0.00 g
5904,"Elk, raw (Shoshone Bannock), eye of round, roast, free range",100 g,98,2.1g,19.74 g,0.00 g
5905,"Buffalo, raw (Shoshone Bannock), top round steak, free range",100 g,97,1.3g,21.44 g,0.00 g
5906,"Beverages, bottled, Cranberry-Apple Juice Drink, OCEAN SPRAY",100 g,56,0g,0.29 g,13.68 g
5907,"Chicken, roasted, cooked, meat only, leg, broilers or fryers",100 g,174,7.8g,24.22 g,0.00 g
5908,"Beverages, prepared with distilled water, brewed, black, tea",100 g,1,0g,0.00 g,0.30 g
5909,"GENERAL MILLS, dry, BETTY CROCKER SUPERMOIST Yellow Cake Mix",100 g,413,8.1g,3.80 g,81.30 g
5910,"Fast foods, and sausage, cheese, with egg, breakfast burrito",100 g,277,16g,11.10 g,22.97 g
5911,"Potatoes, whole milk and butter added, home-prepared, mashed",100 g,113,4.2g,1.86 g,16.81 g
5912,"Mushrooms, grilled, exposed to ultraviolet light, portabella",100 g,29,0.6g,3.28 g,4.44 g
5913,"Puddings, prepared with whole milk, regular, dry mix, banana",100 g,111,2.9g,2.74 g,18.44 g
5914,"Sauce, low sodium, ready-to-serve, spaghetti/marinara, pasta",100 g,51,1.5g,1.41 g,8.06 g
5915,"Fish, dry heat, cooked, flatfish (flounder and sole species)",100 g,86,2.4g,15.24 g,0.00 g
5916,"Salami, 50% less sodium, sliced, dry, pork and beef, Italian",100 g,350,26g,21.80 g,6.40 g
5917,"Cereals ready-to-eat, Cinnamon Burst CHEERIOS, GENERAL MILLS",100 g,375,6.1g,6.30 g,83.20 g
5918,"Restaurant, from kids' menu, macaroni & cheese, family style",100 g,151,6.1g,5.42 g,18.80 g
5919,"Chicken, stewed, cooked, meat only, wing, broilers or fryers",100 g,181,7.2g,27.18 g,0.00 g
5920,"Beef, broiled, cooked, patty, 97% lean meat / 3% fat, ground",100 g,153,4.5g,26.36 g,0.00 g
5921,"Beef, broiled, cooked, patty, 93% lean meat / 7% fat, ground",100 g,193,8.9g,26.22 g,0.00 g
5922,"Grapefruit, solids and liquids, juice pack, canned, sections",100 g,37,0.1g,0.70 g,9.21 g
5923,"Nuts, without salt added, dry roasted, hazelnuts or filberts",100 g,646,62g,15.03 g,17.60 g
5924,"Cereals ready-to-eat, KELLOGG'S SPECIAL K Blueberry, KELLOGG",100 g,363,1.5g,6.90 g,86.30 g
5925,"MORNINGSTAR FARMS Mediterranean Chickpea, unprepared, frozen",100 g,200,6.5g,15.50 g,19.80 g
5926,"Fish, raw (may have been previously frozen), Alaska, pollock",100 g,56,0.4g,12.19 g,0.00 g
5927,"CARRABBA'S ITALIAN GRILL, cheese ravioli with marinara sauce",100 g,156,6g,7.96 g,17.62 g
5928,"Puddings, prepared with 2% milk, regular, dry mix, chocolate",100 g,111,2.1g,3.28 g,19.76 g
5929,"Tofu, prepared with calcium sulfate, dried-frozen (koyadofu)",100 g,470,30g,52.43 g,8.30 g
5930,"Beef, raw, separable lean only, flank, imported, New Zealand",100 g,142,6.7g,20.53 g,0.00 g
5931,"Cereals ready-to-eat, KELLOGG'S SPECIAL K Chocolatey Delight",100 g,381,7.3g,6.50 g,81.20 g
5932,"Veal, roasted, cooked, separable lean and fat, arm, shoulder",100 g,183,8.3g,25.46 g,0.00 g
5933,"Veal, braised, cooked, separable lean and fat, arm, shoulder",100 g,236,10g,33.63 g,0.00 g
5934,"Beef, simmered, cooked, heart, variety meats and by-products",100 g,165,4.7g,28.48 g,0.15 g
5935,"Beef, simmered, cooked, brain, variety meats and by-products",100 g,151,11g,11.67 g,1.48 g
5936,"Soup, ready-to-serve, canned, reduced sodium, chicken noodle",100 g,41,1.3g,3.29 g,3.84 g
5937,"Milk, with added vitamin A and vitamin D, 2% fat, evaporated",100 g,107,2g,6.67 g,15.74 g
5938,"Turkey, roasted, cooked, meat and skin, dark meat from whole",100 g,206,10g,27.27 g,0.07 g
5939,"Peas and carrots, with salt, drained, boiled, cooked, frozen",100 g,48,0.4g,3.09 g,10.12 g
5940,"Soup, prepared with equal volume milk, canned, tomato bisque",100 g,79,2.6g,2.51 g,11.73 g
5941,"Cookie, and chocolate coating, coconut, vanilla with caramel",100 g,489,26g,3.50 g,64.10 g
5942,"Cereals, high fiber, Cinnamon Swirl, Instant Oatmeal, QUAKER",100 g,366,4.8g,8.79 g,75.67 g
5943,"Fast Foods, Skin and breading from all pieces, Fried Chicken",100 g,398,29g,14.11 g,19.56 g
5944,"Beverages, frozen, concentrated, non-alcoholic, Cocktail mix",100 g,287,0g,0.08 g,71.60 g
5945,"Pork, unheated, extra lean and regular, boneless, ham, cured",100 g,162,8.4g,18.26 g,2.28 g
5946,"CAMPBELL'S Red and White, condensed, Cream of Asparagus Soup",100 g,89,5.7g,1.61 g,7.26 g
5947,"Babyfood, prepared with whole milk, with honey, rice, cereal",100 g,115,3.3g,3.90 g,17.10 g
5948,"Potsticker or wonton, unprepared, frozen, pork and vegetable",100 g,136,5.5g,8.28 g,13.28 g
5949,"Cowpeas, without salt, boiled, cooked, mature seeds, catjang",100 g,117,0.7g,8.13 g,20.32 g
5950,"Turkey, roasted, cooked, meat and skin, breast, retail parts",100 g,164,5.3g,29.01 g,0.05 g
5951,"Fish, batter-dipped and fried, cooked, mixed species, shark",100 g,228,14g,18.62 g,6.39 g
5952,"Apricots, solids and liquids, with skin, water pack, canned",100 g,27,0.2g,0.71 g,6.39 g
5953,"Apricots, solids and liquids, with skin, juice pack, canned",100 g,48,0g,0.63 g,12.34 g
5954,"Margarine-like, without salt, 20% fat, vegetable oil spread",100 g,175,20g,0.00 g,0.40 g
5955,"Beverages, Hi-C Flashin' Fruit Punch, The COCA-COLA company",100 g,45,0g,0.00 g,12.50 g
5956,"KELLOGG'S, Frosted Orange Cream Toaster Pastries, POP-TARTS",100 g,401,12g,3.90 g,70.60 g
5957,"KELLOGG'S, Frosted Spring Berry Toaster Pastries, POP-TARTS",100 g,390,9.6g,4.00 g,72.30 g
5958,"KELLOGG'S, Frosted Sugar Cookie Toaster Pastries, POP-TARTS",100 g,393,11g,4.50 g,70.20 g
5959,"Oil, all purpose, soy ( partially hydrogenated), industrial",100 g,884,100g,0.00 g,0.00 g
5960,"Fast foods, with cone, soft-serve ice cream, light, vanilla",100 g,163,4.9g,4.24 g,26.36 g
5961,"Pork, raw, separable lean only, arm picnic, shoulder, fresh",100 g,120,3.8g,20.26 g,0.00 g
5962,"Snacks, French onion flavor, multigrain, SUNCHIPS, FRITOLAY",100 g,496,22g,8.68 g,65.49 g
5963,"CAMPBELL'S Red and White, condensed, Chicken NOODLEO's Soup",100 g,71,2g,2.38 g,11.90 g
5964,"Plums, solids and liquids, light syrup pack, purple, canned",100 g,63,0.1g,0.37 g,16.28 g
5965,"Plums, solids and liquids, heavy syrup pack, purple, canned",100 g,89,0.1g,0.36 g,23.24 g
5966,"Fish, brined (Alaska Native), smoked, chinook, king, salmon",100 g,430,30g,39.90 g,0.00 g
5967,"Chicken, fried, cooked, meat only, back, broilers or fryers",100 g,288,15g,29.99 g,5.68 g
5968,"Beans, with salt, boiled, cooked, mature seeds, red, kidney",100 g,127,0.5g,8.67 g,22.80 g
5969,"Fast foods, and sausage, cheese, egg, griddle cake sandwich",100 g,291,18g,10.77 g,22.04 g
5970,"Pork, raw, separable lean only, rump half, leg (ham), fresh",100 g,120,2.9g,21.81 g,0.00 g
5971,"Beef, braised, cooked, lungs, variety meats and by-products",100 g,120,3.7g,20.40 g,0.00 g
5972,"Beef, braised, cooked, liver, variety meats and by-products",100 g,191,5.3g,29.08 g,5.13 g
5973,"Sausage, with cheddar cheese, sticks, pork and beef, summer",100 g,426,38g,19.43 g,1.82 g
5974,"Fast foods, with condiments, single patty, large, hamburger",100 g,256,12g,15.68 g,22.14 g
5975,"PREGO Pasta, ready-to-serve, Organic Mushroom Italian Sauce",100 g,72,2.4g,1.60 g,10.40 g
5976,"GARDENBURGER Black Bean Chipotle Burger, unprepared, frozen",100 g,133,3.9g,6.50 g,22.00 g
5977,"Soup, ready-to-serve, chunky style, canned, beef stroganoff",100 g,98,4.6g,5.10 g,9.00 g
5978,"Infant formula, powder, with iron, GOOD START 2 SOY, GERBER",100 g,501,26g,12.50 g,55.60 g
5979,"Beverages, powder, cereal grain beverage, coffee substitute",100 g,360,2.5g,6.01 g,78.42 g
5980,"Soup, canned, ready-to-serve, low sodium, cream of mushroom",100 g,53,3.7g,1.00 g,4.53 g
5981,"Squash, without salt, mashed, boiled, cooked, acorn, winter",100 g,34,0.1g,0.67 g,8.79 g
5982,"Nuts, lightly salted, with peanuts, oil roasted, mixed nuts",100 g,607,54g,20.04 g,21.05 g
5983,"Cookies, animal crackers (includes arrowroot, tea biscuits)",100 g,446,14g,6.90 g,74.10 g
5984,"Turkey breast, luncheon meat, prepackaged or deli, low salt",100 g,109,0.8g,21.81 g,3.51 g
5985,"Lamb, braised, cooked, heart, variety meats and by-products",100 g,185,7.9g,24.97 g,1.93 g
5986,"Veal, braised, cooked, heart, variety meats and by-products",100 g,186,6.8g,29.12 g,0.13 g
5987,"Cereals, Blueberry Mini SPOONERS, MALT-O-MEAL, ready-to-eat",100 g,350,1.9g,8.81 g,79.40 g
5988,"Potatoes, home-prepared from recipe using butter, au gratin",100 g,132,7.6g,5.06 g,11.27 g
5989,"Potatoes, dry form, flakes without milk, dehydrated, mashed",100 g,354,0.4g,8.34 g,81.17 g
5990,"Candies, prepared-from-recipe, chocolate marshmallow, fudge",100 g,453,17g,2.26 g,71.34 g
5991,"Beans, with salt, boiled, cooked, mature seeds, small white",100 g,142,0.6g,8.97 g,25.81 g
5992,"Pancakes plain, ready-to-heat (includes buttermilk), frozen",100 g,233,6.8g,5.23 g,37.75 g
5993,"Cereals ready-to-eat, KELLOGG'S CRACKLIN' OAT BRAN, KELLOGG",100 g,395,14g,9.20 g,70.30 g
5994,"Milk, with added vitamin A and vitamin D, lowfat, chocolate",100 g,62,1g,3.46 g,9.86 g
5995,"Potatoes, unprepared, with butter sauce, frozen, hash brown",100 g,135,6.7g,1.87 g,18.28 g
5996,"Babyfood, junior, vegetables and noodles and turkey, dinner",100 g,52,1.5g,1.80 g,7.60 g
5997,"Alcoholic beverage, Pinot Gris (Grigio), white, table, wine",100 g,83,0g,0.07 g,2.06 g
5998,"Fluid replacement, electrolyte solution (include PEDIALYTE)",100 g,10,0g,0.00 g,2.45 g
5999,"CAMPBELL'S Red and White, condensed, Chicken and Stars Soup",100 g,56,1.6g,2.38 g,8.73 g
6000,"MORNINGSTAR FARMS Garden Veggie Nuggets, unprepared, frozen",100 g,197,12g,9.60 g,16.90 g
6001,"MORNINGSTAR FARMS Parmesan Garlic Wings, unprepared, frozen",100 g,227,8.6g,14.20 g,24.10 g
6002,"MORNINGSTAR FARMS Tuscan Greens & Beans, unprepared, frozen",100 g,112,6.3g,5.90 g,11.70 g
6003,"CAMPBELL'S CHUNKY Soups, Beef with White and Wild Rice Soup",100 g,57,0.6g,3.27 g,9.80 g
6004,"Tangerines, drained, juice pack, canned, (mandarin oranges)",100 g,38,0g,0.75 g,9.41 g
6005,"Corn with red and green peppers, solids and liquids, canned",100 g,75,0.6g,2.33 g,18.17 g
6006,"School Lunch, frozen, TONY'S Breakfast Pizza Sausage, pizza",100 g,240,10g,10.39 g,26.99 g
6007,"Snacks, reduced fat, made from dried potatoes, potato chips",100 g,502,26g,4.56 g,64.76 g
6008,"Cereals ready-to-eat, bagged cereal, Shredded Wheat, QUAKER",100 g,348,2g,11.24 g,81.01 g
6009,"Turkey, roasted, cooked, meat and skin, breast, all classes",100 g,189,7.4g,28.71 g,0.00 g
6010,"Squash, with salt, drained, boiled, cooked, scallop, summer",100 g,16,0.2g,1.03 g,3.30 g
6011,"Cereals ready-to-eat, ISLAND VANILLA, KASHI ORGANIC PROMISE",100 g,350,1.9g,10.70 g,80.80 g
6012,"Veal, braised, cooked, separable lean only, blade, shoulder",100 g,198,6.5g,32.66 g,0.00 g
6013,"Veal, roasted, cooked, separable lean only, blade, shoulder",100 g,171,6.9g,25.64 g,0.00 g
6014,"KEEBLER, Soft 'n Chewy Chocolate Chip Cookies, CHIPS DELUXE",100 g,464,21g,4.20 g,67.40 g
6015,"Onions, with salt, drained, boiled, cooked, chopped, frozen",100 g,26,0.1g,0.77 g,6.00 g
6016,"CAMPBELL'S Red and White, condensed, Manhattan Clam Chowder",100 g,48,0.4g,1.59 g,9.52 g
6017,"PREGO Pasta, ready-to-serve, Heart Smart- Traditional Sauce",100 g,54,1.2g,1.54 g,10.00 g
6018,"Pineapple juice, undiluted, unsweetened, frozen concentrate",100 g,179,0.1g,1.30 g,44.30 g
6019,"Game meat, broiled, cooked, separable lean only, round, elk",100 g,156,2.6g,30.94 g,0.00 g
6020,"Salad dressing, without salt, reduced fat, italian dressing",100 g,76,6.4g,0.47 g,4.57 g
6021,"Sweeteners, contains sugar and sucralose, brown, for baking",100 g,388,0g,0.00 g,97.11 g
6022,"Chicken, raw, meat and skin, light meat, broilers or fryers",100 g,186,11g,20.27 g,0.00 g
6023,"Salad dressing, low calorie, mayonnaise and mayonnaise-type",100 g,263,19g,0.90 g,23.90 g
6024,"Babyfood, junior, vegetables and dumplings and beef, dinner",100 g,48,0.8g,2.10 g,8.00 g
6025,"Margarine-like, with salt, tub, vegetable oil-butter spread",100 g,362,40g,1.00 g,1.00 g
6026,"Chicken, roasted, cooked, meat and skin, broilers or fryers",100 g,239,14g,27.30 g,0.00 g
6027,"Cereals ready-to-eat, CHOCOLATE LUCKY CHARMS, GENERAL MILLS",100 g,381,4.4g,5.59 g,84.40 g
6028,"Turkey, roasted, cooked, meat only, drumstick, retail parts",100 g,173,6.5g,28.61 g,0.00 g
6029,"Fast Foods, meat and skin and breading, Wing, Fried Chicken",100 g,310,20g,21.14 g,11.19 g
6030,"Seal, in oil (Alaska Native), dried, meat, bearded (Oogruk)",100 g,367,25g,35.31 g,0.00 g
6031,"Cereals, dry, Cranberry Almond, KELLOGG'S SPECIAL K NOURISH",100 g,361,8.4g,15.00 g,63.29 g
6032,"Frostings, prepared with butter, dry mix, creamy, chocolate",100 g,408,13g,1.11 g,71.80 g
6033,"Cereals ready-to-eat, KELLOGG'S ALL-BRAN BRAN BUDS, KELLOGG",100 g,257,2.5g,8.90 g,81.00 g
6034,"Lamb, braised, cooked, lungs, variety meats and by-products",100 g,113,3.1g,19.88 g,0.00 g
6035,"Lamb, braised, cooked, liver, variety meats and by-products",100 g,220,8.8g,30.57 g,2.53 g
6036,"Veal, braised, cooked, liver, variety meats and by-products",100 g,192,6.3g,28.42 g,3.77 g
6037,"Veal, braised, cooked, lungs, variety meats and by-products",100 g,104,2.6g,18.74 g,0.00 g
6038,"KEEBLER, Chocolate Chip & Pecan Shortbread Cookies, SANDIES",100 g,546,32g,5.60 g,59.20 g
6039,"CAMPBELL'S Red and White - Microwaveable Bowls, Tomato Soup",100 g,44,0g,1.22 g,9.80 g
6040,"Turkey and pork sausage, cooked, patty or link, bulk, fresh",100 g,307,23g,22.70 g,0.70 g
6041,"Beverages, 3-2-1 Plan, powder, SLIMFAST Shake Mix, UNILEVER",100 g,448,13g,8.13 g,73.92 g
6042,"Seeds, with salt added, oil roasted, sunflower seed kernels",100 g,592,51g,20.06 g,22.89 g
6043,"Chicken, fried, cooked, meat only, neck, broilers or fryers",100 g,229,12g,26.87 g,1.77 g
6044,"Seeds, with salt added, dry roasted, sunflower seed kernels",100 g,582,50g,19.33 g,24.07 g
6045,"Babyfood, junior, bananas and pineapple with tapioca, fruit",100 g,68,0.1g,0.20 g,18.40 g
6046,"KASHI Pizza, unprepared, frozen, single serve, Tikka Masala",100 g,191,5.9g,10.20 g,29.50 g
6047,"Lamb, braised, cooked, brain, variety meats and by-products",100 g,145,10g,12.55 g,0.00 g
6048,"Veal, braised, cooked, brain, variety meats and by-products",100 g,136,9.6g,11.48 g,0.00 g
6049,"Babyfood, strained, noodles and chicken, vegetables, dinner",100 g,63,2.5g,2.00 g,7.90 g
6050,"Corn, unprepared, kernels cut off cob, frozen, white, sweet",100 g,88,0.8g,3.02 g,20.73 g
6051,"MORNINGSTAR FARMS Garden Veggie Patties, unprepared, frozen",100 g,176,5.5g,17.80 g,13.70 g
6052,"Pie crust, unenriched, ready-to-bake, frozen, standard-type",100 g,457,29g,3.90 g,44.10 g
6053,"Cereals ready-to-eat, Berry Fruitful, KASHI ORGANIC PROMISE",100 g,318,1.3g,10.70 g,76.20 g
6054,"Beans, drained solids, canned, sprouted, mature seeds, mung",100 g,12,0.1g,1.40 g,2.14 g
6055,"Chicken, fried, cooked, meat only, wing, broilers or fryers",100 g,211,9.2g,30.15 g,0.00 g
6056,"Fast foods, with condiments, triple patty, large, hamburger",100 g,267,16g,19.30 g,11.04 g
6057,"Frozen novelties, with low calorie sweetener, pop, ice type",100 g,24,0g,0.00 g,5.92 g
6058,"MORNINGSTAR FARMS Chik Patties Original, unprepared, frozen",100 g,197,9.1g,11.20 g,20.50 g
6059,"Soup, prepared with equal volume water, canned, oyster stew",100 g,24,1.6g,0.87 g,1.69 g
6060,"Cereals ready-to-eat, Maple Brown Sugar LIFE Cereal, QUAKER",100 g,373,4.1g,9.17 g,78.86 g
6061,"SUBWAY, cold cut sub on white bread with lettuce and tomato",100 g,214,10g,10.52 g,20.43 g
6062,"Veal, roasted, cooked, separable lean only, leg (top round)",100 g,150,3.4g,28.07 g,0.00 g
6063,"Veal, braised, cooked, separable lean only, leg (top round)",100 g,203,5.1g,36.71 g,0.00 g
6064,"Soup, prepared with equal volume water, canned, tomato rice",100 g,47,1.1g,0.82 g,8.54 g
6065,"Beef, raw, separable lean only, flat, imported, New Zealand",100 g,154,7.7g,21.30 g,0.00 g
6066,"Mollusks, breaded and fried, cooked, mixed species, scallop",100 g,216,11g,18.07 g,10.13 g
6067,"Turkey, roasted, cooked, meat and skin, thigh, retail parts",100 g,183,9.5g,23.95 g,0.41 g
6068,"Beef macaroni with tomato sauce, reduced fat, frozen entree",100 g,113,2g,5.89 g,17.99 g
6069,"Soup, prepared with equal volume water, canned, beef noodle",100 g,34,1.2g,1.93 g,3.58 g
6070,"Beverages, without caffeine, lemon-lime, SPRITE, carbonated",100 g,40,0g,0.05 g,10.14 g
6071,"Peaches, solids and liquids, extra heavy syrup pack, canned",100 g,96,0g,0.47 g,26.06 g
6072,"Peas and onions, with salt, drained, boiled, cooked, frozen",100 g,45,0.2g,2.54 g,8.63 g
6073,"Peas and carrots, solids and liquids, no salt added, canned",100 g,38,0.3g,2.17 g,8.48 g
6074,"Squash, unprepared, frozen, includes skin, zucchini, summer",100 g,17,0.1g,1.16 g,3.58 g
6075,"Tea, herb and laborador combination (Alaska Native), tundra",100 g,1,0g,0.00 g,0.20 g
6076,"Salad dressing, fat-free, blue or roquefort cheese dressing",100 g,115,1g,1.52 g,25.60 g
6077,"Crustaceans, made from surimi, imitation, alaska king, crab",100 g,95,0.5g,7.62 g,15.00 g
6078,"Potatoes, with salt, drained, boiled, cooked, whole, frozen",100 g,63,0.1g,1.98 g,13.93 g
6079,"Cheese spread, reduced fat, American or Cheddar cheese base",100 g,176,8.9g,13.41 g,10.71 g
6080,"Pork, roasted, extra lean and regular, boneless, ham, cured",100 g,165,7.7g,21.97 g,0.50 g
6081,"DIGIORNO Pizza, baked, frozen, rising crust, cheese topping",100 g,256,8.6g,12.80 g,31.78 g
6082,"Puddings, prepared with whole milk, instant, dry mix, lemon",100 g,115,2.9g,2.70 g,20.10 g
6083,"CAMPBELL'S Red and White, condensed, Cream of Broccoli Soup",100 g,73,4g,1.61 g,9.68 g
